"class","Ce","LCOMCK","LCOMHS","LCOMPFI","LCOMTC","NOF","WMC","line.coverage","instructions.coverage","branche.coverage","complexity.coverage","method.coverage","mutants.score"
"org:apache:commons:math:estimation:SimpleEstimationProblem",8,0,50,83,46,2,8,1.0,1.0,1.0,1.0,1.0,0.82
"org:apache:commons:math:estimation:WeightedMeasurement",6,6,83,100,114,3,7,1.0,1.0,1.0,1.0,1.0,1.0
"org:apache:commons:math:fraction:AbstractFormat",11,1,100,100,100,2,18,0.868421052631579,0.8571428571428571,0.75,0.7368421052631579,0.8461538461538461,1.0
"org:apache:commons:math:fraction:BigFraction",16,0,10,20,2,2,89,0.9326923076923077,0.9130434782608695,0.9047619047619048,0.8762886597938144,0.8909090909090909,0.71
"org:apache:commons:math:fraction:BigFractionField",5,0,0,0,0,0,5,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:fraction:BigFractionFormat",19,0,0,0,0,0,26,0.8688524590163934,0.8724279835390947,0.9047619047619048,0.72,0.6428571428571429,0.58
"org:apache:commons:math:fraction:Fraction",14,0,10,19,1,2,68,0.9761904761904762,0.972972972972973,0.925531914893617,0.9102564102564102,1.0,0.85
"org:apache:commons:math:fraction:FractionConversionException",4,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:fraction:FractionField",5,0,0,0,0,0,5,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:fraction:FractionFormat",17,0,0,0,0,0,23,0.8148148148148148,0.8373205741626795,0.9230769230769231,0.6666666666666666,0.5714285714285714,0.58
"org:apache:commons:math:fraction:ProperBigFractionFormat",12,0,0,0,0,1,21,0.8656716417910447,0.8805309734513275,0.8518518518518519,0.7619047619047619,0.8571428571428571,0.62
"org:apache:commons:math:fraction:ProperFractionFormat",11,0,0,0,0,1,18,0.8571428571428571,0.867579908675799,0.7894736842105263,0.7058823529411765,0.8571428571428571,0.69
"org:apache:commons:math:genetics:ChromosomePair",3,0,50,67,25,2,4,0.8571428571428571,0.5,1.0,0.75,0.75,0.0
"org:apache:commons:math:geometry:CardanEulerSingularityException",3,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:geometry:NotARotationMatrixException",4,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:geometry:Rotation",10,0,19,13,143,4,63,1.0,1.0,0.9508196721311475,0.927710843373494,1.0,0.87
"org:apache:commons:math:geometry:RotationOrder",3,6,100,100,125,4,5,1.0,1.0,1.0,1.0,1.0,1.0
"org:apache:commons:math:geometry:Vector3D",8,0,16,18,54,3,46,0.9304347826086956,0.9276729559748428,0.625,0.7166666666666667,0.8888888888888888,0.73
"org:apache:commons:math:geometry:Vector3DFormat",14,7,81,74,336,7,26,0.7464788732394366,0.7973421926910299,0.6666666666666666,0.5769230769230769,0.6470588235294118,0.71
"org:apache:commons:math:linear:AbstractFieldMatrix",37,0,0,0,0,1,164,0.8743589743589744,0.8522448979591837,0.8378378378378378,0.8313953488372093,0.9344262295081968,1.0
"org:apache:commons:math:linear:AbstractRealMatrix",26,0,0,0,0,1,148,0.8128491620111732,0.7997145575642245,0.7731958762886598,0.7581699346405228,0.8035714285714286,1.0
"org:apache:commons:math:linear:Array2DRowFieldMatrix",19,0,0,0,0,1,87,0.8398058252427184,0.8192090395480226,0.8936170212765957,0.8271604938271605,0.8529411764705882,0.76
"org:apache:commons:math:linear:Array2DRowRealMatrix",16,0,0,0,0,1,87,0.8883495145631068,0.8560606060606061,0.925531914893617,0.9012345679012346,0.9411764705882353,0.76
"org:apache:commons:math:linear:BiDiagonalTransformer",5,0,59,63,173,6,64,0.9806451612903225,0.9868020304568528,0.9363636363636364,0.8461538461538461,0.7,0.93
"org:apache:commons:math:linear:BigMatrixImpl",18,0,80,80,112,6,188,0.8323353293413174,0.8347670250896058,0.8508064516129032,0.8162162162162162,0.8360655737704918,0.63
"org:apache:commons:math:linear:BlockFieldMatrix",26,0,37,52,93,5,193,0.8601398601398601,0.865491858130716,0.8712121212121212,0.8804347826086957,0.9615384615384616,0.95
"org:apache:commons:math:linear:BlockRealMatrix",17,0,38,53,87,5,202,0.9410150891632373,0.9335407868415203,0.9496402877697842,0.9430051813471503,0.9814814814814815,0.94
"org:apache:commons:math:linear:CholeskyDecompositionImpl",10,0,58,66,74,3,44,1.0,1.0,1.0,1.0,1.0,0.85
"org:apache:commons:math:linear:DefaultFieldMatrixChangingVisitor",6,0,0,0,0,1,4,0.8333333333333334,0.8333333333333334,1.0,0.75,0.75,0.0
"org:apache:commons:math:linear:DefaultFieldMatrixPreservingVisitor",6,0,0,0,0,1,4,0.8333333333333334,0.9090909090909091,1.0,0.75,0.75,0.0
"org:apache:commons:math:linear:DefaultRealMatrixChangingVisitor",5,0,0,0,0,0,3,0.75,0.75,1.0,0.75,0.75,0.0
"org:apache:commons:math:linear:DefaultRealMatrixPreservingVisitor",5,0,0,0,0,0,3,0.75,0.8571428571428571,1.0,0.75,0.75,0.0
"org:apache:commons:math:linear:FieldLUDecompositionImpl",12,0,50,56,269,8,64,0.9135802469135802,0.8944099378881988,0.8703703703703703,0.8529411764705882,0.8571428571428571,0.66
"org:apache:commons:math:linear:InvalidMatrixException",5,0,0,0,0,0,2,0.5,0.5555555555555556,1.0,0.5,0.5,0.0
"org:apache:commons:math:linear:LUDecompositionImpl",11,0,55,61,210,7,64,1.0,1.0,1.0,1.0,1.0,0.83
"org:apache:commons:math:linear:MatrixIndexException",4,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:linear:MatrixUtils",58,0,0,0,0,0,88,0.8571428571428571,0.8850574712643678,0.9024390243902439,0.8625,0.8974358974358975,0.9
"org:apache:commons:math:linear:MatrixVisitorException",4,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0
"org:apache:commons:math:linear:NonSquareMatrixException",3,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:linear:NotPositiveDefiniteMatrixException",2,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:linear:NotSymmetricMatrixException",2,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:linear:OpenMapRealMatrix",13,0,60,74,101,3,31,0.7959183673469388,0.8132118451025057,0.8181818181818182,0.8571428571428571,0.8823529411764706,0.9
"org:apache:commons:math:linear:QRDecompositionImpl",7,0,60,62,239,6,57,1.0,1.0,1.0,1.0,1.0,0.95
"org:apache:commons:math:linear:RealMatrixImpl",15,0,0,0,0,1,87,0.8398058252427184,0.8122895622895623,0.8829787234042553,0.8271604938271605,0.8823529411764706,0.34
"org:apache:commons:math:linear:RealVectorFormat",18,7,81,74,336,7,29,0.8333333333333334,0.84,0.9166666666666666,0.7586206896551724,0.6470588235294118,0.78
"org:apache:commons:math:linear:SingularMatrixException",2,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:linear:SparseFieldMatrix",11,0,53,62,100,3,18,0.4528301886792453,0.4453125,0.2,0.5555555555555556,0.6923076923076923,0.42
"org:apache:commons:math:linear:SparseFieldVector",16,0,46,66,26,3,102,0.5130111524163569,0.4934210526315789,0.46,0.4423076923076923,0.5370370370370371,0.26
"org:apache:commons:math:linear:TriDiagonalTransformer",6,0,69,66,239,6,31,0.9883720930232558,0.994661921708185,1.0,0.967741935483871,0.875,0.93
"org:apache:commons:math:ode:ContinuousOutputModel",11,0,56,49,239,5,33,0.9904761904761905,0.9924528301886792,0.9375,0.9142857142857143,1.0,0.43
"org:apache:commons:math:ode:DerivativeException",5,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:ode:FirstOrderConverter",6,0,50,32,209,5,3,1.0,1.0,1.0,1.0,1.0,0.93
"org:apache:commons:math:ode:IntegratorException",5,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,0.5
"org:apache:commons:math:ode:MultistepIntegrator",14,6,77,79,189,8,26,0.7560975609756098,0.7456647398843931,0.5,0.5,0.5833333333333334,1.0
"org:apache:commons:math:ode:events:EventException",5,0,0,0,0,0,2,0.5,0.5555555555555556,1.0,0.5,0.5,0.0
"org:apache:commons:math:ode:jacobians:FirstOrderIntegratorWithJacobians",22,0,73,89,79,4,88,0.7945205479452054,0.782258064516129,0.5,0.5925925925925926,0.75,0.79
"org:apache:commons:math:ode:nonstiff:AdamsIntegrator",10,0,0,0,0,1,5,1.0,1.0,1.0,1.0,1.0,1.0
"org:apache:commons:math:ode:nonstiff:AdamsNordsieckTransformer",14,0,67,72,99,3,16,0.9607843137254902,0.968421052631579,1.0,0.9411764705882353,0.875,0.91
"org:apache:commons:math:ode:nonstiff:AdaptiveStepsizeIntegrator",8,1,77,80,150,7,29,0.961038961038961,0.9598108747044918,0.8478260869565217,0.8181818181818182,1.0,1.0
"org:apache:commons:math:ode:nonstiff:ClassicalRungeKuttaIntegrator",3,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:ode:nonstiff:ClassicalRungeKuttaStepInterpolator",6,0,0,0,0,0,5,1.0,1.0,1.0,1.0,1.0,0.99
"org:apache:commons:math:ode:nonstiff:DormandPrince54Integrator",5,0,0,0,0,0,6,1.0,1.0,1.0,1.0,1.0,0.93
"org:apache:commons:math:ode:nonstiff:DormandPrince54StepInterpolator",8,0,20,8,217,5,11,1.0,1.0,1.0,1.0,1.0,0.98
"org:apache:commons:math:ode:nonstiff:DormandPrince853Integrator",5,0,0,0,0,0,7,1.0,1.0,1.0,1.0,1.0,0.93
"org:apache:commons:math:ode:nonstiff:EulerIntegrator",3,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:ode:nonstiff:EulerStepInterpolator",6,0,0,0,0,0,5,1.0,1.0,1.0,1.0,1.0,0.89
"org:apache:commons:math:ode:nonstiff:GillIntegrator",3,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,0.95
"org:apache:commons:math:ode:nonstiff:GillStepInterpolator",6,0,0,0,0,0,5,1.0,1.0,1.0,1.0,1.0,0.98
"org:apache:commons:math:ode:nonstiff:HighamHall54Integrator",5,0,0,0,0,0,7,1.0,1.0,1.0,1.0,1.0,0.94
"org:apache:commons:math:ode:nonstiff:HighamHall54StepInterpolator",6,0,0,0,0,0,5,1.0,1.0,1.0,1.0,1.0,0.98
"org:apache:commons:math:ode:nonstiff:MidpointIntegrator",3,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:ode:nonstiff:MidpointStepInterpolator",6,0,0,0,0,0,5,1.0,1.0,1.0,1.0,1.0,0.97
"org:apache:commons:math:ode:nonstiff:RungeKuttaStepInterpolator",8,0,17,25,0,2,17,0.975,0.9267015706806283,0.75,0.6470588235294118,1.0,1.0
"org:apache:commons:math:ode:nonstiff:ThreeEighthesIntegrator",3,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:ode:nonstiff:ThreeEighthesStepInterpolator",6,0,0,0,0,0,5,1.0,1.0,1.0,1.0,1.0,0.98
"org:apache:commons:math:ode:sampling:DummyStepHandler",4,0,0,0,0,0,6,0.8571428571428571,0.8181818181818182,1.0,0.8333333333333334,0.8333333333333334,0.0
"org:apache:commons:math:ode:sampling:DummyStepInterpolator",10,0,0,0,0,1,11,0.9615384615384616,0.9629629629629629,0.75,0.8181818181818182,1.0,0.7
"org:apache:commons:math:ode:sampling:NordsieckStepInterpolator",12,0,37,28,260,5,28,0.9195402298850575,0.9344660194174758,0.7105263157894737,0.5862068965517241,0.9,0.89
"org:apache:commons:math:ode:sampling:StepNormalizer",7,0,33,27,100,6,8,0.96875,0.9554140127388535,0.7857142857142857,0.7272727272727273,1.0,0.35
"org:apache:commons:math:optimization:GoalType",2,0,0,0,0,0,0,1.0,0.7631578947368421,1.0,0.5,0.5,0.0
"org:apache:commons:math:optimization:LeastSquaresConverter",8,0,0,0,0,4,13,0.9210526315789473,0.7608695652173914,0.8333333333333334,0.7692307692307693,1.0,0.85
"org:apache:commons:math:optimization:OptimizationException",5,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,0.5
"org:apache:commons:math:optimization:RealPointValuePair",5,1,75,100,92,2,6,1.0,0.8918918918918919,0.5,0.8333333333333334,1.0,0.59
"org:apache:commons:math:optimization:VectorialPointValuePair",5,2,67,100,100,2,8,0.6666666666666666,0.58,0.0,0.625,0.8333333333333334,0.35
"org:apache:commons:math:optimization:fitting:HarmonicCoefficientsGuesser",5,0,67,76,101,4,15,0.9873417721518988,0.9815789473684211,0.8888888888888888,0.8823529411764706,1.0,0.69
"org:apache:commons:math:optimization:fitting:HarmonicFitter",10,0,50,67,25,2,9,0.8571428571428571,0.808695652173913,0.75,0.8333333333333334,1.0,0.74
"org:apache:commons:math:optimization:fitting:HarmonicFunction",3,0,50,50,99,3,6,0.9,0.6875,1.0,0.8333333333333334,0.8333333333333334,0.61
"org:apache:commons:math:optimization:fitting:WeightedObservedPoint",4,3,100,100,117,3,4,1.0,1.0,1.0,1.0,1.0,1.0
"org:apache:commons:math:optimization:general:ConjugateGradientFormula",1,0,0,0,0,0,0,1.0,0.7631578947368421,1.0,0.5,0.5,0.0
"org:apache:commons:math:optimization:linear:AbstractLinearOptimizer",11,0,50,75,31,6,7,0.8125,0.7222222222222222,0.5,0.5714285714285714,0.6666666666666666,1.0
"org:apache:commons:math:optimization:linear:LinearConstraint",13,0,53,57,100,3,14,0.5555555555555556,0.4965986394557823,0.4166666666666667,0.47058823529411764,0.7272727272727273,0.33
"org:apache:commons:math:optimization:linear:LinearObjectiveFunction",12,0,25,43,8,2,12,0.8260869565217391,0.7582417582417582,0.5,0.5714285714285714,0.8,0.59
"org:apache:commons:math:optimization:linear:NoFeasibleSolutionException",2,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:optimization:linear:Relationship",2,0,0,0,0,1,6,0.8333333333333334,0.8529411764705882,0.6666666666666666,0.625,0.6666666666666666,0.0
"org:apache:commons:math:optimization:linear:UnboundedSolutionException",2,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:random:CorrelatedRandomVectorGenerator",9,0,67,66,175,5,25,0.8311688311688312,0.8834080717488789,0.868421052631579,0.7692307692307693,0.7142857142857143,0.66
"org:apache:commons:math:random:GaussianRandomGenerator",4,0,0,0,0,1,2,1.0,1.0,1.0,1.0,1.0,1.0
"org:apache:commons:math:random:JDKRandomGenerator",4,0,0,0,0,0,3,0.3333333333333333,0.20512820512820512,0.0,0.5,0.6666666666666666,0.16
"org:apache:commons:math:random:RandomAdaptor",8,0,0,0,0,1,17,0.7083333333333334,0.717948717948718,0.3333333333333333,0.7058823529411765,0.7857142857142857,0.27
"org:apache:commons:math:random:UncorrelatedRandomVectorGenerator",5,0,33,33,0,3,5,0.9411764705882353,0.8045977011494253,0.75,0.8,1.0,0.83
"org:apache:commons:math:random:UniformRandomGenerator",5,0,0,0,0,1,2,1.0,1.0,1.0,1.0,1.0,1.0
"org:apache:commons:math:random:UnitSphereRandomVectorGenerator",6,0,0,0,0,2,6,1.0,1.0,1.0,1.0,1.0,0.46
"org:apache:commons:math:special:Beta",6,0,0,0,0,0,10,0.7647058823529411,0.8866666666666667,0.9583333333333334,0.7894736842105263,0.5714285714285714,0.89
"org:apache:commons:math:special:Gamma",7,0,0,0,0,0,23,0.9122807017543859,0.9610983981693364,0.8846153846153846,0.8,0.8888888888888888,0.87
"org:apache:commons:math:stat:StatUtils",15,0,0,0,0,0,30,0.9622641509433962,0.9896551724137931,0.9166666666666666,0.9393939393939394,0.9629629629629629,0.82
"org:apache:commons:math:stat:clustering:Cluster",7,0,67,100,81,2,4,1.0,1.0,1.0,1.0,1.0,1.0
"org:apache:commons:math:stat:clustering:EuclideanIntegerPoint",11,0,0,0,0,1,17,0.5757575757575758,0.5842696629213483,0.6,0.5882352941176471,0.7142857142857143,0.44
"org:apache:commons:math:stat:correlation:Covariance",9,0,33,50,12,2,20,0.8979591836734694,0.9230769230769231,0.8125,0.7272727272727273,0.7857142857142857,0.81
"org:apache:commons:math:stat:correlation:PearsonsCorrelation",11,0,8,14,0,2,26,0.9583333333333334,0.9691516709511568,0.9,0.8571428571428571,0.9230769230769231,0.85
"org:apache:commons:math:stat:correlation:SpearmansCorrelation",9,1,67,83,117,3,11,0.96,0.976,0.8333333333333334,0.8333333333333334,0.8888888888888888,0.71
"org:apache:commons:math:stat:descriptive:AbstractStorelessUnivariateStatistic",6,0,0,0,0,0,13,0.9583333333333334,0.956140350877193,0.8888888888888888,0.875,1.0,1.0
"org:apache:commons:math:stat:descriptive:AggregateSummaryStatistics",10,0,50,92,0,2,33,0.6582278481012658,0.649746192893401,0.5833333333333334,0.4827586206896552,0.7058823529411765,0.81
"org:apache:commons:math:stat:descriptive:DescriptiveStatistics",25,341,95,100,133,12,63,0.920863309352518,0.9136986301369863,0.95,0.9655172413793104,0.9791666666666666,0.76
"org:apache:commons:math:stat:descriptive:MultivariateSummaryStatistics",21,115,83,66,362,10,49,1.0,1.0,0.8181818181818182,0.8620689655172413,1.0,0.58
"org:apache:commons:math:stat:descriptive:StatisticalSummaryValues",7,19,97,100,130,6,12,1.0,1.0,0.6875,0.7222222222222222,1.0,0.46
"org:apache:commons:math:stat:descriptive:SummaryStatistics",20,133,88,76,414,18,59,0.7556818181818182,0.7884187082405345,0.6724137931034483,0.6119402985074627,0.8157894736842105,0.66
"org:apache:commons:math:stat:descriptive:SynchronizedDescriptiveStatistics",6,0,0,0,0,0,15,0.896551724137931,0.8117647058823529,1.0,0.9333333333333333,0.9333333333333333,0.53
"org:apache:commons:math:stat:descriptive:SynchronizedMultivariateSummaryStatistics",10,0,0,0,0,0,31,1.0,1.0,1.0,1.0,1.0,0.8
"org:apache:commons:math:stat:descriptive:SynchronizedSummaryStatistics",9,0,0,0,0,0,35,0.4727272727272727,0.436241610738255,1.0,0.5714285714285714,0.5714285714285714,0.45
"org:apache:commons:math:stat:descriptive:moment:FirstMoment",4,0,38,23,201,4,9,0.90625,0.9423076923076923,1.0,0.8888888888888888,0.875,0.94
"org:apache:commons:math:stat:descriptive:moment:FourthMoment",4,0,0,0,0,1,8,0.8888888888888888,0.944954128440367,1.0,0.875,0.8571428571428571,0.97
"org:apache:commons:math:stat:descriptive:moment:GeometricMean",7,0,0,0,0,1,15,0.8333333333333334,0.8058252427184466,0.75,0.8,0.8461538461538461,0.87
"org:apache:commons:math:stat:descriptive:moment:Kurtosis",8,0,30,50,11,2,16,0.8979591836734694,0.9372549019607843,0.8125,0.7777777777777778,0.9,0.94
"org:apache:commons:math:stat:descriptive:moment:Mean",9,0,30,50,11,2,18,0.9090909090909091,0.9558011049723757,0.75,0.7777777777777778,0.9166666666666666,0.82
"org:apache:commons:math:stat:descriptive:moment:SecondMoment",4,0,0,0,0,1,8,0.8571428571428571,0.8873239436619719,1.0,0.875,0.8571428571428571,0.93
"org:apache:commons:math:stat:descriptive:moment:SemiVariance",8,0,40,67,19,2,25,0.6363636363636364,0.6527196652719666,1.0,0.64,0.5,0.76
"org:apache:commons:math:stat:descriptive:moment:Skewness",8,0,30,50,11,2,17,0.9411764705882353,0.9621848739495799,0.875,0.8333333333333334,0.9,0.86
"org:apache:commons:math:stat:descriptive:moment:StandardDeviation",8,0,0,0,0,1,17,0.7058823529411765,0.6201550387596899,1.0,0.6470588235294118,0.6470588235294118,0.34
"org:apache:commons:math:stat:descriptive:moment:ThirdMoment",4,0,17,25,0,2,8,1.0,1.0,1.0,1.0,1.0,0.96
"org:apache:commons:math:stat:descriptive:moment:Variance",9,3,63,88,65,3,44,0.9074074074074074,0.8930817610062893,0.6956521739130435,0.6136363636363636,0.8571428571428571,0.8
"org:apache:commons:math:stat:descriptive:moment:VectorialCovariance",8,0,25,31,72,4,21,0.75,0.781021897810219,0.6785714285714286,0.5714285714285714,0.8571428571428571,0.62
"org:apache:commons:math:stat:descriptive:moment:VectorialMean",8,0,0,0,0,1,14,0.7407407407407407,0.824,0.75,0.6428571428571429,0.8333333333333334,0.53
"org:apache:commons:math:stat:descriptive:rank:Max",5,0,25,40,7,2,14,0.896551724137931,0.9428571428571428,1.0,0.9333333333333333,0.8888888888888888,0.84
"org:apache:commons:math:stat:descriptive:rank:Median",3,0,0,0,0,0,2,0.5,0.5,1.0,0.5,0.5,0.0
"org:apache:commons:math:stat:descriptive:rank:Min",5,0,25,40,7,2,14,0.896551724137931,0.9428571428571428,1.0,0.9333333333333333,0.8888888888888888,0.84
"org:apache:commons:math:stat:descriptive:rank:Percentile",5,0,0,0,0,1,16,0.9090909090909091,0.9301075268817204,0.875,0.8333333333333334,0.9,0.91
"org:apache:commons:math:stat:inference:OneWayAnovaImpl",13,0,0,0,0,0,12,0.9767441860465116,0.9152542372881356,0.875,0.8461538461538461,1.0,0.9
"org:apache:commons:math:stat:inference:TTestImpl",10,0,0,0,0,1,38,0.963855421686747,0.9634340222575517,0.9642857142857143,0.9574468085106383,0.9696969696969697,0.99
"org:apache:commons:math:stat:ranking:NaNStrategy",1,0,0,0,0,0,0,1.0,0.9137931034482759,1.0,0.75,0.75,0.0
"org:apache:commons:math:stat:ranking:NaturalRanking",16,0,52,72,33,3,52,0.9274193548387096,0.9499072356215214,0.9622641509433962,0.8936170212765957,0.8235294117647058,0.8
"org:apache:commons:math:stat:ranking:TiesStrategy",1,0,0,0,0,0,0,1.0,0.9264705882352942,1.0,0.75,0.75,0.0
"org:apache:commons:math:stat:regression:SimpleRegression",8,0,73,62,365,9,41,0.9484536082474226,0.9652317880794702,0.875,0.8837209302325582,0.9259259259259259,0.94
"org:apache:commons:math:transform:FastCosineTransformer",9,0,0,0,0,0,14,0.7777777777777778,0.7804878048780488,0.875,0.7142857142857143,0.7,0.79
"org:apache:commons:math:transform:FastFourierTransformer",13,0,0,0,0,1,89,0.8819444444444444,0.8917525773195877,0.953125,0.8571428571428571,0.7916666666666666,0.87
"org:apache:commons:math:transform:FastHadamardTransformer",7,0,0,0,0,0,15,0.9024390243902439,0.8601694915254238,0.9375,0.8125,0.75,0.83
"org:apache:commons:math:transform:FastSineTransformer",9,0,0,0,0,0,14,0.7272727272727273,0.7481481481481481,0.75,0.6428571428571429,0.7,0.85
"org:apache:commons:math:util:BigReal",16,0,67,86,45,3,33,0.8533333333333334,0.8474114441416893,1.0,0.7352941176470589,0.71875,0.71
"org:apache:commons:math:util:BigRealField",5,0,0,0,0,0,5,1.0,1.0,1.0,1.0,1.0,0.0
"org:apache:commons:math:util:CompositeFormat",13,0,0,0,0,0,18,1.0,1.0,0.9642857142857143,0.9565217391304348,1.0,1.0
"org:apache:commons:math:util:ContinuedFraction",7,0,0,0,0,0,15,0.8518518518518519,0.6846153846153846,0.6333333333333333,0.35,0.6,1.0
"org:apache:commons:math:util:DefaultTransformer",10,0,0,0,0,0,8,0.8571428571428571,0.9230769230769231,0.875,0.75,0.75,0.58
"org:apache:commons:math:util:OpenIntToDoubleHashMap",13,0,55,58,315,7,67,1.0,1.0,1.0,1.0,1.0,0.58
"org:apache:commons:math:util:OpenIntToFieldHashMap",16,0,63,65,365,8,68,0.96875,0.9830747531734838,1.0,0.9661016949152542,0.92,0.6
"org:apache:commons:math:util:ResizableDoubleArray",9,0,69,72,218,7,64,0.9743589743589743,0.9450757575757576,0.9024390243902439,0.8860759493670886,0.9736842105263158,0.79
"org:apache:commons:math:util:TransformerMap",17,0,41,75,14,2,21,0.7948717948717948,0.788235294117647,0.6,0.6363636363636364,0.9166666666666666,0.47
